2075408	5,0	6,0	6,0	6,0	6,0	6,0	5,5	6,0	6,0	6,0	5,5
2077573	6,0	6,0	6,0	6,0	5,0	4,0	5,5	6,0	6,0	6,0	6,0
2046025	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2076256	6,0	SV	0,0	0,0	6,0	5,0	5,5	5,5	3,0	4,5	0,0
2075416	6,0	SV	6,0	6,0	6,0	0,0	5,5	5,5	6,0	0,0	0,0
2089793	6,0	SV	4,0	6,0	6,0	0,0	0,0	5,5	0,0	5,5	6,0
2076253	6,0	SV	2,0	5,5	0,0	0,0	5,5	0,0	0,0	0,0	0,0
2080757	0,0	SV	4,5	6,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
2079183	0,0	SV	0,0	6,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
2076251	6,0	SV	6,0	6,0	6,0	0,0	5,5	5,5	6,0	4,5	0,0
2067010	6,0	SV	4,5	5,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2067009	6,0	6,0	6,0	6,0	6,0	4,5	6,0	5,5	6,0	6,0	6,0
2076250	6,0	SV	2,5	5,5	6,0	3,5	6,0	0,0	0,0	0,0	0,0
2072942	6,0	6,0	4,5	6,0	0,0	2,0	6,0	0,0	6,0	5,5	5,5
2076257	6,0	SV	2,0	6,0	6,0	0,0	5,5	5,5	6,0	6,0	5,0
2077566	6,0	SV	5,0	5,5	6,0	4,0	5,5	5,5	6,0	6,0	6,0
2077558	SV	SV	6,0	6,0	6,0	4,0	6,0	5,5	6,0	6,0	6,0
2076247	5,0	SV	SV	SV	SV	5,0	5,5	5,5	6,0	5,5	0,0
2079178	6,0	6,0	6,0	6,0	6,0	3,0	6,0	5,5	6,0	6,0	5,5
2075417	6,0	6,0	6,0	6,0	6,0	6,0	6,0	5,5	6,0	5,5	5,5
2076279	1,0	SV	1,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2076260	0,0	SV	3,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2035583	0,0	SV	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2067005	6,0	6,0	6,0	6,0	6,0	4,0	6,0	5,5	5,0	6,0	6,0
2067013	0,0	SV	4,5	6,0	6,0	0,0	6,0	6,0	6,0	6,0	6,0
2079182	0,0	6,0	6,0	0,0	0,0	0,0	5,5	0,0	0,0	0,0	0,0
2077568	6,0	SV	6,0	5,5	6,0	4,0	5,5	5,5	6,0	6,0	6,0
2067016	6,0	SV	6,0	6,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0
2077567	4,0	SV	0,0	6,0	0,0	3,5	0,0	5,5	6,0	6,0	0,0
2069882	2,0	SV	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2076268	6,0	SV	4,5	6,0	0,0	4,0	4,5	0,0	0,0	5,5	5,5
2067014	6,0	SV	6,0	0,0	3,5	0,0	5,5	5,0	0,0	4,5	6,0
2081581	6,0	6,0	0,0	5,5	4,0	0,0	0,0	0,0	0,0	0,0	0,0
2075410	6,0	6,0	5,5	6,0	0,0	3,5	6,0	5,5	6,0	6,0	5,5
2067017	6,0	6,0	5,0	6,0	6,0	2,0	5,5	5,5	6,0	6,0	5,5
2076248	5,0	6,0	0,0	5,5	6,0	5,5	0,0	0,0	0,0	6,0	0,0
2067011	6,0	SV	0,0	0,0	6,0	3,5	5,5	5,5	3,0	4,5	0,0
2077570	5,5	SV	4,5	6,0	6,0	6,0	5,5	5,5	6,0	6,0	6,0
